🐼电视公告,#genre#
RTHK-33频高,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
八度空间频高,https://cdn6.163189.xyz/live/8tv/stream.m3u8
八度空间频标,http://php.jdshipin.com/smt.php?id=TV8
新加CHU频高,https://cdn6.163189.xyz/live/chu/stream.m3u8
新加CH5频高,https://cdn6.163189.xyz/live/ch5/stream.m3u8
新加CH8频高,https://cdn6.163189.xyz/live/ch8/stream.m3u8
astro-QJ-频高,http://php.jdshipin.com/smt.php?id=Quanjia
astroAec频高,http://php.jdshipin.com/smt.php?id=AEC
astroAod频标,http://php.jdshipin.com/smt.php?id=Aodhd
astro欢喜频标,http://php.jdshipin.com/smt.php?id=Huahee
astro爱奇艺标,http://php.jdshipin.com/smt.php?id=Qiyi



弯弯,#genre#
TVBPlus即时1,https://vdm6-hw.nbgdsygs.com/live/h6-2.flv
TVBPlus,https://cdn.163189.xyz/live/tvbp/stream.m3u8
TVBPlus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbp
TVBPlus,http://cdn.132.us.kg/live/tvbp/stream.m3u8
TVBPlus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
TVBPlus,http://aktv.top/AKTV/live/aktv/tvbplus/AKTV.m3u8
TVBPlus,http://aktv-stream.m16tv.cfd/stream/aktv/tvbplus/AKTV.m3u8
台視新闻,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
民視新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
中天新闻,http://122.117.71.103:8540/http/220.130.87.218:8081/hls/78/80/ch063max.m3u8
寰宇新闻,http://122.117.71.103:8548/http/220.130.87.218:8081/hls/76/818/ch062.m3u8
东森新闻,http://122.117.71.103:8539/http/220.130.87.218:8081/hls/63/805/ch010.m3u8
凤凰资讯,http://aktv_stream1.m16tv.cfd/stream/aktv/null-4/AKTV.m3u8
TVBS综合,http://122.117.71.103:8544/http/220.130.87.218:8081/hls/75/817/ch058.m3u8
NBA  TV,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch84/AKTV.m3u8
ESPNNews,http://38.96.178.201:80/live/ESPNews/index.m3u8
三立台湾,http://198.16.100.186:8278/sanlitaiwan/playlist.m3u8?tid=m92ccadc4dc3718157816&ct=17874&tsum=3570a8198ca0fb7ebb803807e38b33fb
TVB 新闻,http://122.117.71.103:8543/http/220.130.87.218:8081/hls/75/817/ch059.m3u8
TVB 翡翠,https://cdn3.163189.xyz/live/fct/stream.m3u8
TVB 星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
HBO  HD,http://51.254.199.122:8080/bossbrothersTV/index.m3u8
凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk
新动漫HD,http://124.226.19.98:4022/udp/239.81.0.235:4056
HBO 极限,http://170.254.18.106/HBO_XTREME/index.m3u8

斯玛特港湾新马,#genre#
香港|翡翠台,http://209.141.41.11/supresmart.php?id=jade_twn
香港|翡翠台 backup,http://209.141.41.11/supresmart.php?id=Jade_xue
香港|iNews 新闻台,http://209.141.41.11/supresmart.php?id=inews_twn
香港|J 2,http://209.141.41.11/supresmart.php?id=j2_twn
香港|珍珠台,http://209.141.41.11/supresmart.php?id=pearl_twn
香港|凤凰香港,http://209.141.41.11/supresmart.php?id=hkphoenix_twn
香港|HOY资讯台,http://209.141.41.11/supresmart.php?id=hoycaijing_twn
香港|RHK 31,http://209.141.41.11/supresmart.php?id=rhk31_twn
香港|VIUTV1,http://209.141.41.11/supresmart.php?id=viu1_twn
香港|RHK 32,http://209.141.41.11/supresmart.php?id=rhk32_twn
香港|凤凰卫视,http://209.141.41.11/supresmart.php?id=phoenixtv_hd
香港|凤凰资讯,http://209.141.41.11/supresmart.php?id=phoenixinfo_hd
香港|Viu6,http://209.141.41.11/supresmart.php?id=viusix_twn
中国|CCTV-1 综合 HD,http://209.141.41.11/supresmart.php?id=cctv1
中国|CCTV-2 财经,http://209.141.41.11/supresmart.php?id=cctv2
中国|CCTV-3 综艺 HD,http://209.141.41.11/supresmart.php?id=cctv3
中国|CCTV-4 中文国际,http://209.141.41.11/supresmart.php?id=cctv4
中国|CCTV4 新闻台,http://209.141.41.11/supresmart.php?id=Cctv4
中国|CCTV-7 军事农业,http://209.141.41.11/supresmart.php?id=cctv7
中国|CCTV-8 电视剧 HD,http://209.141.41.11/supresmart.php?id=cctv8hd
中国|CCTV-9 记录 HD,http://209.141.41.11/supresmart.php?id=cctv9hd
中国|CCTV-10 科教 HD,http://209.141.41.11/supresmart.php?id=cctv10hd
中国|CCTV-11 戏曲,http://209.141.41.11/supresmart.php?id=cctv11
中国|CCTV-12 社会与法,http://209.141.41.11/supresmart.php?id=cctv12
中国|CCTV-13 新闻频道,http://209.141.41.11/supresmart.php?id=cctv13
中国|CCTV-14 少儿,http://209.141.41.11/supresmart.php?id=cctv14
中国|CCTV-6,http://209.141.41.11/supresmart.php?id=cctv6
中国|CCTV-15 音乐,http://209.141.41.11/supresmart.php?id=cctv15
中国|湖南卫视,http://209.141.41.11/supresmart.php?id=hunan_twn
中国|浙江卫视,http://209.141.41.11/supresmart.php?id=zhejiang_twn
中国|江苏卫视,http://209.141.41.11/supresmart.php?id=jiangsu_twn
中国|深圳卫视,http://209.141.41.11/supresmart.php?id=shenzhen
中国|福建东南卫视,http://209.141.41.11/supresmart.php?id=fujian
中国|广东南方卫视,http://209.141.41.11/supresmart.php?id=nanfang_twn
中国|广东卫视,http://209.141.41.11/supresmart.php?id=guangdongweishi_twn
中国|北京卫视,http://209.141.41.11/supresmart.php?id=beijing
中国|珠江台,http://209.141.41.11/supresmart.php?id=zhujiang
中国|广西卫视,http://209.141.41.11/supresmart.php?id=guangxi
中国|湖北卫视,http://209.141.41.11/supresmart.php?id=hubei
中国|四川卫视,http://209.141.41.11/supresmart.php?id=sichuan_twn
中国|东方卫视,http://209.141.41.11/supresmart.php?id=dongfangweishi_twn
中国|CGTN,http://209.141.41.11/supresmart.php?id=CGTN
中国|凤凰卫视,http://209.141.41.11/supresmart.php?id=phoenixtv_hd
中国|凤凰资讯,http://209.141.41.11/supresmart.php?id=phoenixinfo_hd
中国|CCTV-5 体育频道,http://209.141.41.11/supresmart.php?id=cctv5
中国|CCTV-5+ 体育赛事 HD,http://209.141.41.11/supresmart.php?id=cctv5plus
体育频道|Astro Premier League 1,http://209.141.41.11/supresmart.php?id=go_assp1
体育频道|Astro EPL 1 backup,http://209.141.41.11/supresmart.php?id=go_assp1x
体育频道|Astro Premier League 2,http://209.141.41.11/supresmart.php?id=go_assp2
体育频道|Astro Grandstand,http://209.141.41.11/supresmart.php?id=go_assp3
体育频道|Astro Football,http://209.141.41.11/supresmart.php?id=go_assp4
体育频道|Astro Sports Plus,http://209.141.41.11/supresmart.php?id=go_sportsplus
体育频道|Astro Badminton 1,http://209.141.41.11/supresmart.php?id=go_badminton1
体育频道|Astro Badminton 2,http://209.141.41.11/supresmart.php?id=go_badminton2
体育频道|Astro W-Sports,http://209.141.41.11/supresmart.php?id=go_assp5
体育频道|Supersports 1,http://209.141.41.11/supresmart.php?id=Assp1
体育频道|Supersports 2,http://209.141.41.11/supresmart.php?id=Assp2
体育频道|Supersports 3,http://209.141.41.11/supresmart.php?id=Assp3
体育频道|Supersports 4,http://209.141.41.11/supresmart.php?id=Assp4
体育频道|WWE,http://209.141.41.11/supresmart.php?id=Wwe
体育频道|Fight Sports,http://209.141.41.11/supresmart.php?id=Fs
体育频道|NBA TV,http://209.141.41.11/supresmart.php?id=Nba
体育频道|Astro Cricket,http://209.141.41.11/supresmart.php?id=Acricket
体育频道|Astro Golf,http://209.141.41.11/supresmart.php?id=Agolf
体育频道|Tnt Sports 1,http://209.141.41.11/supresmart.php?id=6fac0aaead
体育频道|TNT Sports 2,http://209.141.41.11/supresmart.php?id=d9a76a79cc
体育频道|TNT Sports 3,http://209.141.41.11/supresmart.php?id=5fea4d73db
体育频道|TNT Sports 4,http://209.141.41.11/supresmart.php?id=tntsport4
体育频道|Sony Ten 1,http://209.141.41.11/supresmart.php?id=ten1_raj
体育频道|Sony Ten 2,http://209.141.41.11/supresmart.php?id=ten2_raj
体育频道|Sony Ten 3,http://209.141.41.11/supresmart.php?id=ten3_raj
体育频道|SPOTV 1 HD,http://209.141.41.11/supresmart.php?id=go_spotv
体育频道|SPO TV 2,http://209.141.41.11/supresmart.php?id=go_spotv2
体育频道|Skysports F1,http://209.141.41.11/supresmart.php?id=tiankongf1
体育频道|Skysports Cricket,http://209.141.41.11/supresmart.php?id=tiankongcricket
体育频道|Skysports EPL,http://209.141.41.11/supresmart.php?id=tiankongepl
体育频道|Skysports Main Event,http://209.141.41.11/supresmart.php?id=tiankongmain
体育频道|Skysports News,http://209.141.41.11/supresmart.php?id=tiankongnews
体育频道|Skysports Mix,http://209.141.41.11/supresmart.php?id=tiankongmix
体育频道|CCTV-5 体育频道,http://209.141.41.11/supresmart.php?id=cctv5
体育频道|CCTV-5+ 体育赛事 HD,http://209.141.41.11/supresmart.php?id=cctv5plus
体育频道|爱尔达体育2台,http://209.141.41.11/supresmart.php?id=eltasport2_twn
体育频道|爱尔达体育3台,http://209.141.41.11/supresmart.php?id=eltasport3_twn
体育频道|Rugby Pass TV,http://209.141.41.11/supresmart.php?id=Rugbypasstv
体育频道|RTM Sports HD,http://209.141.41.11/supresmart.php?id=Rtmsport
体育频道|Arena,http://209.141.41.11/supresmart.php?id=Arena
体育频道|Arena 2,http://209.141.41.11/supresmart.php?id=Arena2
体育频道|BolaArena 1,http://209.141.41.11/supresmart.php?id=Bolaarena1
体育频道|BolaArena 2,http://209.141.41.11/supresmart.php?id=Bolaarena2
体育频道|Astro Beinsports 1,http://209.141.41.11/supresmart.php?id=Astrobein1
体育频道|Astro Beinsports 2,http://209.141.41.11/supresmart.php?id=Astrobein2
体育频道|Astro Beinsports 3,http://209.141.41.11/supresmart.php?id=Astrobein3
台湾|TVBS News 新闻台,http://209.141.41.11/supresmart.php?id=tvbs_n
台湾|TVBS 欢乐台 （备份）,http://209.141.41.11/supresmart.php?id=tvbshuanle_twn
台湾|TVBS HD,http://209.141.41.11/supresmart.php?id=tvbs
台湾|中天新闻 HD,http://209.141.41.11/supresmart.php?id=ctinews
台湾|中天娱乐 CTI Entertaiment,http://209.141.41.11/supresmart.php?id=ctient
台湾|中天综合 CTI Metro,http://209.141.41.11/supresmart.php?id=ctizhonghe
台湾|中天亚洲台,http://209.141.41.11/supresmart.php?id=ctiasia_twn
台湾|台视 TTV HD,http://209.141.41.11/supresmart.php?id=ttv_taiwan
台湾|台视新闻台,http://209.141.41.11/supresmart.php?id=ttvnews_twn
台湾|台视综合台,http://209.141.41.11/supresmart.php?id=ttvzhonghe
台湾|中视 HD,http://209.141.41.11/supresmart.php?id=zhongshihd_twn
台湾|中视新闻台,http://209.141.41.11/supresmart.php?id=zhongshinews_twn
台湾|民视 HD,http://209.141.41.11/supresmart.php?id=ftvhd_taiwan
台湾|民视新闻台 FTV News,http://209.141.41.11/supresmart.php?id=ftvnew_taiwan
台湾|民视台湾台,http://209.141.41.11/supresmart.php?id=ftvtaiwan_twn
台湾|华视 CTS HD,http://209.141.41.11/supresmart.php?id=ctshd_twn
台湾|公视 CTV,http://209.141.41.11/supresmart.php?id=ctv18_twn
台湾|八大第一 GTV First,http://209.141.41.11/supresmart.php?id=badafirst
台湾|八大综合 GTV Metro,http://209.141.41.11/supresmart.php?id=badazhonghe
台湾|八大戏剧 GTV Drama,http://209.141.41.11/supresmart.php?id=badadrama
台湾|八大娱乐 GTV Entertainment,http://209.141.41.11/supresmart.php?id=badaentertain
台湾|HBO_HD,http://209.141.41.11/supresmart.php?id=hbohd_twn
台湾|HBO_HITS,http://209.141.41.11/supresmart.php?id=hbohit_twn
台湾|Hollywood Movies,http://209.141.41.11/supresmart.php?id=hollywoodmovies_twn
台湾|三立台湾 Sanli Taiwan,http://209.141.41.11/supresmart.php?id=sanlitaiwan
台湾|三立戏剧台,http://209.141.41.11/supresmart.php?id=sanlixiju_twn
台湾|三立综合 Sanli Metro,http://209.141.41.11/supresmart.php?id=sanlizhonghe
台湾|三立都会台,http://209.141.41.11/supresmart.php?id=sanlidouhui
台湾|东森新闻 ETTV News,http://209.141.41.11/supresmart.php?id=ettvnews
台湾|CINEMAX,http://209.141.41.11/supresmart.php?id=cinemax_twn
台湾|东森综合 ETTV Metro,http://209.141.41.11/supresmart.php?id=ettvzhonghe
台湾|东森戏剧 ETTV Drama,http://209.141.41.11/supresmart.php?id=ettvdrama
台湾|东森超视,http://209.141.41.11/supresmart.php?id=ettvsuper
台湾|东森财经新闻 ETTV Business,http://209.141.41.11/supresmart.php?id=ettvcaijing_twn
台湾|寰宇财经,http://209.141.41.11/supresmart.php?id=huanyutaiwan_twn
台湾|寰宇新闻台,http://209.141.41.11/supresmart.php?id=huanyuxinwen_twn
台湾|公视2,http://209.141.41.11/supresmart.php?id=ctv2_twn
台湾|大爱1台,http://209.141.41.11/supresmart.php?id=daai_twn
台湾|非凡新闻台,http://209.141.41.11/supresmart.php?id=feifannews_twn
台湾|龙华戏剧 Lunghua Drama,http://209.141.41.11/supresmart.php?id=lunghuaxiju_twn
台湾|龙华经典台,http://209.141.41.11/supresmart.php?id=lunghuajingdian_twn
台湾|龙华偶像,http://209.141.41.11/supresmart.php?id=lunghuaidol_twn
台湾|AXN Taiwan,http://209.141.41.11/supresmart.php?id=axn_twn
台湾|靖天国际台,http://209.141.41.11/supresmart.php?id=jingtianintl_twn
台湾|年代新闻,http://209.141.41.11/supresmart.php?id=niandainews_twn
台湾|纬来日本台,http://209.141.41.11/supresmart.php?id=videolandjapan
台湾|纬来电影台,http://209.141.41.11/supresmart.php?id=videolandmovie
台湾|纬来体育台,http://209.141.41.11/supresmart.php?id=videolandsport
台湾|纬来综合台,http://209.141.41.11/supresmart.php?id=videolandzonghe
台湾|纬来育乐,http://209.141.41.11/supresmart.php?id=videolandyule
台湾|纬来精彩,http://209.141.41.11/supresmart.php?id=videolandspecial_twn
台湾|好消息 2,http://209.141.41.11/supresmart.php?id=good2_twn
台湾|大爱2台,http://209.141.41.11/supresmart.php?id=daai2_twn
台湾|亚洲美食,http://209.141.41.11/supresmart.php?id=afc_twn
台湾|美食星球,http://209.141.41.11/supresmart.php?id=foodplanet_twn
台湾|亚洲旅游 TLC Asia,http://209.141.41.11/supresmart.php?id=tlc_twn
台湾|东森电影 ETTV Movie,http://209.141.41.11/supresmart.php?id=ettvmovie
台湾|阿里郎 Arirang,http://209.141.41.11/supresmart.php?id=arirang_twn
台湾|博斯运动 1,http://209.141.41.11/supresmart.php?id=bosisport1_twn
台湾|博斯运动 2,http://209.141.41.11/supresmart.php?id=bosisport2_twn
台湾|博斯高球2 HD,http://209.141.41.11/supresmart.php?id=bosigolf2_twn
台湾|博斯网球 HD,http://209.141.41.11/supresmart.php?id=bositennis_twn
台湾|东森洋片 ETTV Western,http://209.141.41.11/supresmart.php?id=ettvwestern
台湾|龙华洋片 Lunghua Western,http://209.141.41.11/supresmart.php?id=lunghuawestern_twn
台湾|博斯无限,http://209.141.41.11/supresmart.php?id=bosiunlimited_twn
台湾|MTV Live,http://209.141.41.11/supresmart.php?id=mtvhd_twn
台湾|龙详时代,http://209.141.41.11/supresmart.php?id=lungxiangtime_twn
台湾|EYETV 旅游,http://209.141.41.11/supresmart.php?id=eyetvtravel_twn
台湾|靖天卡通台,http://209.141.41.11/supresmart.php?id=jingtiancartoon_twn
台湾|EYETV 戏剧,http://209.141.41.11/supresmart.php?id=eyetvxiju_twn
台湾|卫视中文台 Star Movies Chinese,http://209.141.41.11/supresmart.php?id=weishichinese_twn
台湾|东森幼幼 Yoyo TV,http://209.141.41.11/supresmart.php?id=yoyo_twn
台湾|卫视电影台,http://209.141.41.11/supresmart.php?id=weishimovie_twn
台湾|美亚电影,http://209.141.41.11/supresmart.php?id=meiyamovie_twn
台湾|爱尔达影剧台,http://209.141.41.11/supresmart.php?id=eltayingju_twn
台湾|爱尔达综合台,http://209.141.41.11/supresmart.php?id=eltazonghe_twn
台湾|星卫电影,http://209.141.41.11/supresmart.php?id=xingwei_movie
台湾|爱尔达影剧,http://209.141.41.11/supresmart.php?id=eltayingju_twn
台湾|AFC 亚洲旅游台,http://209.141.41.11/supresmart.php?id=asiatravel_twn
台湾|爱尔达体育2台,http://209.141.41.11/supresmart.php?id=eltasport2_twn
台湾|爱尔达体育3台,http://209.141.41.11/supresmart.php?id=eltasport3_twn
电影频道|HBO_HD,http://209.141.41.11/supresmart.php?id=hbohd_twn
电影频道|HBO_HITS,http://209.141.41.11/supresmart.php?id=hbohit_twn
电影频道|Hollywood Movies,http://209.141.41.11/supresmart.php?id=hollywoodmovies_twn
电影频道|CCTV-6,http://209.141.41.11/supresmart.php?id=cctv6
电影频道|CINEMAX,http://209.141.41.11/supresmart.php?id=cinemax_twn
电影频道|Cinemax,http://209.141.41.11/supresmart.php?id=Cinemax
电影频道|AXN Taiwan,http://209.141.41.11/supresmart.php?id=axn_twn
电影频道|大爱2台,http://209.141.41.11/supresmart.php?id=daai2_twn
电影频道|东森电影 ETTV Movie,http://209.141.41.11/supresmart.php?id=ettvmovie
电影频道|东森洋片 ETTV Western,http://209.141.41.11/supresmart.php?id=ettvwestern
电影频道|龙华洋片 Lunghua Western,http://209.141.41.11/supresmart.php?id=lunghuawestern_twn
电影频道|Animax,http://209.141.41.11/supresmart.php?id=Animax
电影频道|龙详时代,http://209.141.41.11/supresmart.php?id=lungxiangtime_twn
电影频道|Movies Now HD,http://209.141.41.11/supresmart.php?id=moviesnow_raj
电影频道|Star Movies HD,http://209.141.41.11/supresmart.php?id=starmovies_raj
电影频道|卫视中文台 Star Movies Chinese,http://209.141.41.11/supresmart.php?id=weishichinese_twn
电影频道|HBO Family,http://209.141.41.11/supresmart.php?id=Hbofamily
电影频道|Hits,http://209.141.41.11/supresmart.php?id=Hits
电影频道|Warner TV,http://209.141.41.11/supresmart.php?id=WarnerTV
电影频道|卫视电影台,http://209.141.41.11/supresmart.php?id=weishimovie_twn
电影频道|HBO HD,http://209.141.41.11/supresmart.php?id=Hbo
电影频道|美亚电影,http://209.141.41.11/supresmart.php?id=meiyamovie_twn
电影频道|HBO Signature,http://209.141.41.11/supresmart.php?id=Hbosignature
电影频道|HBO Hits,http://209.141.41.11/supresmart.php?id=Hbohitshd
电影频道|星卫电影,http://209.141.41.11/supresmart.php?id=xingwei_movie
电影频道|SCM,http://209.141.41.11/supresmart.php?id=Weishimovie
电影频道|Dreamworks,http://209.141.41.11/supresmart.php?id=Dreamworks
电影频道|Thrill,http://209.141.41.11/supresmart.php?id=Thrill
电影频道|Hits Movie,http://209.141.41.11/supresmart.php?id=Hitsmovie
电影频道|One,http://209.141.41.11/supresmart.php?id=One
电影频道|tvN Movie,http://209.141.41.11/supresmart.php?id=Tvnmovie
电影频道|Celestial Classic,http://209.141.41.11/supresmart.php?id=Celestial2
电影频道|Celestial Movies HD,http://209.141.41.11/supresmart.php?id=Celestialindo
电影频道|Axn HD,http://209.141.41.11/supresmart.php?id=Axn
电影频道|Paramount Network,http://209.141.41.11/supresmart.php?id=Paramountnetwork
电影频道|Astrol Kplus,http://209.141.41.11/supresmart.php?id=Kplus
电影频道|Rock Actions,http://209.141.41.11/supresmart.php?id=Rockaction
电影频道|Rock Entertainment,http://209.141.41.11/supresmart.php?id=Rockentertain
纪录频道|Natgeo_HD,http://209.141.41.11/supresmart.php?id=natgeohd_twn
纪录频道|NatGeo_Wild HD,http://209.141.41.11/supresmart.php?id=natgeowild_twn
纪录频道|Animal_Planet,http://209.141.41.11/supresmart.php?id=animalplanet_twn
纪录频道|Discovery Asia,http://209.141.41.11/supresmart.php?id=discoverytwn_twn
纪录频道|CI,http://209.141.41.11/supresmart.php?id=ci_twn
纪录频道|Asia Travel,http://209.141.41.11/supresmart.php?id=asiatravel_twn
纪录频道|Discovery HD,http://209.141.41.11/supresmart.php?id=discoveryhd_twn
纪录频道|亚洲美食,http://209.141.41.11/supresmart.php?id=afc_twn
纪录频道|美食星球,http://209.141.41.11/supresmart.php?id=foodplanet_twn
纪录频道|亚洲旅游 TLC Asia,http://209.141.41.11/supresmart.php?id=tlc_twn
纪录频道|NatGeo HD,http://209.141.41.11/supresmart.php?id=Natgeo
纪录频道|Fashion TV,http://209.141.41.11/supresmart.php?id=fashiontv_twn
纪录频道|History,http://209.141.41.11/supresmart.php?id=History
纪录频道|BBC Earth HD,http://209.141.41.11/supresmart.php?id=bbcearth_twn
纪录频道|BBC Earth Lifestyle,http://209.141.41.11/supresmart.php?id=bbclifestyle_twn
纪录频道|MTV Live,http://209.141.41.11/supresmart.php?id=mtvhd_twn
纪录频道|NatGeo Wild HD,http://209.141.41.11/supresmart.php?id=Natgeowild
纪录频道|Animal Planet (Eng),http://209.141.41.11/supresmart.php?id=AnimalPlanet
纪录频道|TLC,http://209.141.41.11/supresmart.php?id=Tlc
纪录频道|Foodnetwork Hd,http://209.141.41.11/supresmart.php?id=Foodnetwork
纪录频道|HGTV,http://209.141.41.11/supresmart.php?id=HGTV
纪录频道|AFC 亚洲旅游台,http://209.141.41.11/supresmart.php?id=asiatravel_twn
新闻频道|Skynews,http://209.141.41.11/supresmart.php?id=skynews_twn
新闻频道|ABC News,http://209.141.41.11/supresmart.php?id=abcnews_glo
新闻频道|东森财经新闻 ETTV Business,http://209.141.41.11/supresmart.php?id=ettvcaijing_twn
新闻频道|CBS HD,http://209.141.41.11/supresmart.php?id=cbshd_glo
新闻频道|CBSN HD,http://209.141.41.11/supresmart.php?id=cbsn_glo
新闻频道|France 24,http://209.141.41.11/supresmart.php?id=france24_twn
新闻频道|DW (Deutsch),http://209.141.41.11/supresmart.php?id=dw_twn
新闻频道|NHK World,http://209.141.41.11/supresmart.php?id=nhkworld_japan
新闻频道|Fox News,http://209.141.41.11/supresmart.php?id=foxnews_twn
新闻频道|CGTN,http://209.141.41.11/supresmart.php?id=CGTN
新闻频道|CNN International,http://209.141.41.11/supresmart.php?id=Cnn
新闻频道|CNN backup,http://209.141.41.11/supresmart.php?id=cnn_twn
新闻频道|CNBC,http://209.141.41.11/supresmart.php?id=cnbc_twn
新闻频道|CNA,http://209.141.41.11/supresmart.php?id=cna
新闻频道|BBC World News,http://209.141.41.11/supresmart.php?id=bbcnews_twn
新闻频道|BBC World News,http://209.141.41.11/supresmart.php?id=Bbcnews
新闻频道|Bloomberg News,http://209.141.41.11/supresmart.php?id=bloomberg_twn
新闻频道|Al-Jazeera,http://209.141.41.11/supresmart.php?id=aljazeera_twn
儿童频道|Baby TV Eng,http://209.141.41.11/supresmart.php?id=Babytv
儿童频道|CBeebies,http://209.141.41.11/supresmart.php?id=Cbeebies
儿童频道|Kids TV,http://209.141.41.11/supresmart.php?id=KidsTV
儿童频道|Momo TV,http://209.141.41.11/supresmart.php?id=momo1_twn
儿童频道|Animax,http://209.141.41.11/supresmart.php?id=Animax
儿童频道|Baby TV,http://209.141.41.11/supresmart.php?id=babytv_twn
儿童频道|MiaoMi,http://209.141.41.11/supresmart.php?id=MiaoMi
儿童频道|靖天卡通台,http://209.141.41.11/supresmart.php?id=jingtiancartoon_twn
儿童频道|东森幼幼 Yoyo TV,http://209.141.41.11/supresmart.php?id=yoyo_twn
儿童频道|Cartoon Network,http://209.141.41.11/supresmart.php?id=Cn
儿童频道|Nickelodeon,http://209.141.41.11/supresmart.php?id=Nickelodeon
儿童频道|Nick Jr,http://209.141.41.11/supresmart.php?id=Nickjr
新加坡|Channel 5,http://209.141.41.11/supresmart.php?id=Channel5HD
新加坡|Channel 8,http://209.141.41.11/supresmart.php?id=Channel8HD
新加坡|Suria,http://209.141.41.11/supresmart.php?id=Suria
新加坡|Channel U,http://209.141.41.11/supresmart.php?id=ChannelU
新加坡|Vasantham,http://209.141.41.11/supresmart.php?id=Vasantham
新加坡|CNA,http://209.141.41.11/supresmart.php?id=cna
新加坡|CNA backup,http://209.141.41.11/supresmart.php?id=cna_twn
新加坡|MeWatch Ch 5,http://209.141.41.11/supresmart.php?id=Mewatch_ch5
新加坡|MeWatch Ch 8,http://209.141.41.11/supresmart.php?id=Mewatch_ch8
新加坡|MeWatch Ch U,http://209.141.41.11/supresmart.php?id=Mewatch_chU
新加坡|MeWatch Suria,http://209.141.41.11/supresmart.php?id=Mewatch_Suria
新加坡|MeWatch Vasantham,http://209.141.41.11/supresmart.php?id=Mewatch_Vasantham
新加坡|MeWatch CNA,http://209.141.41.11/supresmart.php?id=Mewatch_cna
马来西亚|TV1,http://209.141.41.11/supresmart.php?id=TV1
马来西亚|TV1 backup,http://209.141.41.11/supresmart.php?id=TV1_backup
马来西亚|TV2,http://209.141.41.11/supresmart.php?id=TV2
马来西亚|TV3,http://209.141.41.11/supresmart.php?id=TV3
马来西亚|TV3 SD,http://209.141.41.11/supresmart.php?id=TV3_mega
马来西亚|NTV7,http://209.141.41.11/supresmart.php?id=NTV7
马来西亚|TV8,http://209.141.41.11/supresmart.php?id=TV8
马来西亚|TV9,http://209.141.41.11/supresmart.php?id=TV9
马来西亚|Ria,http://209.141.41.11/supresmart.php?id=Ria
马来西亚|Ria-3,http://209.141.41.11/supresmart.php?id=Ria_backup
马来西亚|Al-Hijrah,http://209.141.41.11/supresmart.php?id=Alhijrah
马来西亚|Al-Hijrah backup,http://209.141.41.11/supresmart.php?id=Alhijrah_backup
马来西亚|Awani,http://209.141.41.11/supresmart.php?id=Awani
马来西亚|Bernama,http://209.141.41.11/supresmart.php?id=Bernama
马来西亚|Prima,http://209.141.41.11/supresmart.php?id=Prima
马来西亚|Prima backup,http://209.141.41.11/supresmart.php?id=AAprima1
马来西亚|Prima backup 2,http://209.141.41.11/supresmart.php?id=AAprima
马来西亚|Ceria,http://209.141.41.11/supresmart.php?id=Ceria
马来西亚|Astro MTV,http://209.141.41.11/supresmart.php?id=AstroMTV
马来西亚|Mecca Live HD,http://209.141.41.11/supresmart.php?id=quran_mido
马来西亚|Madinah HD,http://209.141.41.11/supresmart.php?id=sunnah_mido
马来西亚|Oasis,http://209.141.41.11/supresmart.php?id=Oasis
马来西亚|HBO HD,http://209.141.41.11/supresmart.php?id=Hbo
马来西亚|HBO Signature,http://209.141.41.11/supresmart.php?id=Hbosignature
马来西亚|HBO Hits,http://209.141.41.11/supresmart.php?id=Hbohitshd
马来西亚|NatGeo Wild HD,http://209.141.41.11/supresmart.php?id=Natgeowild
马来西亚|Cartoon Network,http://209.141.41.11/supresmart.php?id=Cn
马来西亚|Nickelodeon,http://209.141.41.11/supresmart.php?id=Nickelodeon
马来西亚|Nick Jr,http://209.141.41.11/supresmart.php?id=Nickjr
马来西亚|Dreamworks,http://209.141.41.11/supresmart.php?id=Dreamworks
马来西亚|Siar,http://209.141.41.11/supresmart.php?id=Siar
马来西亚|Citra,http://209.141.41.11/supresmart.php?id=AAcitra
马来西亚|Citra backup,http://209.141.41.11/supresmart.php?id=AAcitra1
马来西亚|Sensasi,http://209.141.41.11/supresmart.php?id=Sensasi
马来西亚|Aura,http://209.141.41.11/supresmart.php?id=Aura
马来西亚|Rania,http://209.141.41.11/supresmart.php?id=Rania
马来西亚|KBS World,http://209.141.41.11/supresmart.php?id=KBS
马来西亚|Boo,http://209.141.41.11/supresmart.php?id=Boo
马来西亚|Awesome TV,http://209.141.41.11/supresmart.php?id=Dsangat
马来西亚|Astro Sonypix,http://209.141.41.11/supresmart.php?id=Asonypix
马来西亚|Sony HD,http://209.141.41.11/supresmart.php?id=SetOne
马来西亚|TvN,http://209.141.41.11/supresmart.php?id=TVN
马来西亚|AEC,http://209.141.41.11/supresmart.php?id=AEC
马来西亚|华丽台 HD （Wah Lai Toi）,http://209.141.41.11/supresmart.php?id=Wlt
